398149,506,32.55
398164,510,33.19
398179,504,31.58
398194,505,32.87
398209,505,31.26
398224,509,32.23
398239,508,32.55
398254,507,32.23
398269,506,32.55
398284,511,31.26
398299,509,32.55
398314,505,30.94
398329,504,31.26
398344,511,31.90
398359,510,32.55
398374,504,32.55
398389,506,32.55
398404,508,32.87
398419,508,30.94
398434,512,32.23
398449,512,32.23
398464,516,30.94
398479,519,30.94
398494,526,32.87
398509,521,31.26
398524,526,33.19
398539,519,32.87
398554,520,32.55
398569,515,31.26
398584,515,32.87
398599,512,32.55
398614,513,32.55
398629,516,32.55
398644,513,32.55
398659,511,32.55
398674,514,33.19
398689,512,32.55
398704,508,32.55
398719,509,32.55
398734,508,32.87
398749,507,32.87
398764,505,31.26
398779,514,31.26
398794,516,32.55
398809,515,32.55
398824,513,32.55
398839,510,32.55
398854,503,31.58
398869,505,31.26
398884,505,32.55
398899,502,30.94
398914,506,32.55
398929,502,32.55
398944,505,32.87
398959,507,32.23
398974,508,31.26
398989,500,31.90
399004,504,33.19
399020,503,32.23
399035,504,32.55
399050,505,32.55
399065,505,32.23
399080,502,31.58
399095,507,32.23
399111,510,31.58
399126,503,32.55
399141,503,32.55
399156,508,32.23
399171,508,32.23
399186,507,32.55
399202,506,32.23
399218,501,32.23
399233,501,33.19
399249,516,33.19
399265,514,32.55
399280,520,30.94
399296,522,32.55
399311,524,32.55
399327,521,32.23
399343,520,30.94
399359,522,32.55
399375,518,32.55
399391,516,32.55
399406,514,32.23
399422,514,31.58
399438,510,32.55
399453,511,31.26
399469,505,32.55
399485,508,30.94
399500,499,31.58
399516,503,30.94
399531,511,31.90
399547,512,32.23
399562,513,32.55
399578,515,32.55
399594,514,31.58
399610,513,32.55
399626,514,31.90
399642,506,32.23
399658,512,32.55
399674,510,32.87
399690,503,31.58
399705,508,31.90
399721,504,31.58
399737,510,31.90
399753,507,32.55
399769,506,32.87
399785,505,32.87
399800,504,32.23
399816,505,32.87
399831,507,32.55
399846,504,32.23
399861,501,32.87
399877,507,30.94
399893,507,30.94
399909,510,32.55
399924,510,31.90
399939,507,31.58
399954,508,32.55
399969,504,30.62
399984,506,31.90
400000,510,30.94
400015,513,32.55
400031,515,32.87
400046,518,32.87
400062,517,31.26
400078,515,32.55
400093,522,32.55
400109,519,32.55
400124,518,32.55
400140,516,32.55
400156,516,32.87
400172,514,32.55
400187,507,32.23
400202,510,31.58
400217,508,32.55
400232,509,32.55
400247,510,32.23
400262,513,32.23
400277,512,32.87
400292,510,30.94
400307,512,31.58
400322,512,31.90
400337,511,31.26
400352,507,31.26
400368,509,30.94
400383,507,31.90
400398,508,32.55
400413,505,31.26
400428,511,33.19
400443,510,32.55
400458,510,31.58
400473,511,32.23
400489,502,32.55
400504,500,31.90
400519,507,32.87
400534,506,32.87
400549,506,32.87
400564,505,32.23
400579,507,32.87
400594,508,32.87
400609,511,32.23
400624,502,32.55
400639,501,32.55
400654,509,32.55
400669,506,32.23
400684,503,31.26
400699,511,31.58
400714,512,32.55
400729,507,31.90
400744,512,31.26
400759,515,31.58
400774,523,32.55
400789,523,31.26
400804,520,32.55
400819,518,31.26
400834,516,32.55
400849,508,32.55
400864,515,32.55
400879,516,32.87
400894,507,31.26
400909,506,32.87
400924,514,32.55
400939,508,31.26
400954,509,32.55
400969,509,32.87
400984,503,32.55
400999,502,30.94
401014,512,32.23
401029,510,32.23
401044,512,32.55
401059,512,31.90
401074,514,31.58
401089,513,31.90
401104,510,32.87
401119,504,30.94
401134,510,32.55
401149,507,32.55
401164,509,32.87
401179,511,32.55
401194,509,32.55
401209,509,32.55
401224,509,31.26
401239,508,30.94
401254,508,32.55
401269,505,32.55
401284,504,32.23
401299,503,32.87
401314,501,32.55
401329,507,32.55
401344,501,31.90
401359,507,32.87
401374,510,32.55
401389,510,32.23
401404,507,31.58
401419,515,32.87
401434,514,32.87
401449,513,32.87
401464,518,32.87
401479,522,31.58
401494,523,32.55
401509,523,32.87
401524,520,32.55
401539,510,32.55
401554,510,31.26
401569,511,32.55
401584,511,31.58
401599,506,32.23
401614,507,31.26
401629,510,31.26
401644,512,32.55
401659,512,32.87
401674,506,32.55
401689,515,31.26
401704,511,32.23
401719,512,31.58
401734,512,32.55
401749,511,32.87
401764,509,32.55
401779,507,32.55
401794,513,32.55
401809,508,30.62
401824,508,31.58
401839,507,31.26
401854,511,32.55
401869,508,32.55
401884,506,33.19
401899,506,32.55
401914,507,32.23
401929,509,32.55
401944,503,31.58
401959,509,32.55
401974,505,32.87
401989,503,32.55
402004,509,32.55
402019,508,31.58
402034,504,31.90
402049,508,32.87
402064,507,32.55
402079,509,32.55
402094,507,32.55
402109,517,32.55
402124,520,32.87
402139,520,32.23
402154,522,32.23
402169,519,31.26
402184,512,32.87
402199,516,32.55
402214,514,32.87
402229,516,32.55
402244,512,31.58
402259,518,32.87
402274,515,32.87
402289,514,32.55
402304,513,32.55
402319,509,33.19
402334,501,32.23
402349,508,32.87
402364,510,32.23
402379,512,32.87
402394,510,32.55
402409,507,32.55
402424,507,31.58
402439,514,32.87
402454,506,31.90
402469,512,32.55
402484,506,31.90
402499,504,31.26
402514,508,32.87
402529,510,32.55
402544,503,31.90
402559,509,32.23
402574,509,31.26
402589,509,32.55
402604,504,32.55
402619,508,32.87
402634,503,32.23
402649,508,32.87
402664,508,32.55
402679,508,31.58
402694,503,32.55
402709,510,32.23
402724,509,31.26
402739,510,32.55
402754,508,32.55
402769,509,32.23
402784,507,31.26
402799,510,31.58
402814,512,32.55
402829,516,32.23
402844,519,32.55
402859,516,32.55
402874,524,32.87
402889,519,32.23
402904,520,32.55
402919,522,32.23
402934,519,31.26
402949,515,32.55
402964,511,30.94
402979,515,33.52
402994,512,32.55
403009,516,32.55
403024,512,31.26
403039,513,32.55
403054,512,32.23
403069,511,32.55
403084,511,32.55
403099,514,32.55
403114,512,32.55
403129,512,30.94
403144,514,33.19
403159,516,32.23
403174,516,32.55
403189,515,32.87
403204,515,32.87
403219,510,31.26
403234,516,32.87
403249,508,31.90
403264,502,31.26
403279,510,32.23
403294,509,32.87
403309,509,32.87
403324,512,32.55
403339,509,32.87
403354,510,32.23
403369,504,32.23
403384,505,30.94
403399,501,31.58
403414,505,32.55
403429,507,32.55
403444,505,33.19
403459,501,32.87
403474,507,31.58
403489,513,30.94
403504,515,32.55
403519,513,32.55
403534,510,32.23
403549,511,32.55
403564,519,32.87
403579,518,32.87
403594,520,32.87
403609,513,32.55
403624,524,32.87
403639,520,33.19
403654,515,32.23
403669,513,32.23
403684,508,30.94
403699,507,31.58
403714,504,31.26
403729,503,31.90
403744,504,32.55
403759,510,32.55
403774,508,30.94
403789,509,30.94
403804,507,30.94
403819,507,30.62
403834,509,32.23
403849,511,32.23
403864,511,32.55
403879,512,33.52
403894,504,31.26
403909,515,32.55
403924,509,30.62
403939,507,31.26
403954,510,32.87
403969,502,31.90
403984,504,32.87
403999,504,31.26
404014,501,31.26
404029,504,32.55
404044,502,32.55
404059,506,32.55
404074,503,31.58
404089,503,32.55
404104,506,31.26
404119,500,31.26
404134,500,31.58
404149,506,32.87
404164,506,31.90
404179,509,32.87
404194,509,31.26
404209,512,32.87
404224,512,32.87
404239,517,32.55
404254,514,30.94
404269,516,32.87
404284,516,32.55
404299,518,32.23
404314,512,32.55
404329,522,32.55
404344,517,31.26
404359,523,32.23
404374,520,32.87
404389,511,32.55
404404,510,31.58
