604217,738,33.52
604233,727,33.52
604248,729,32.55
604263,730,33.19
604278,741,33.52
604293,740,33.84
604308,748,32.87
604323,746,33.52
604338,747,33.52
604353,750,33.19
604368,751,32.87
604383,755,33.84
604398,752,33.52
604413,750,33.19
604428,749,32.87
604443,750,33.19
604458,749,33.19
604473,742,32.55
604488,741,32.87
604503,729,33.52
604518,731,33.19
604533,730,33.19
604548,738,33.84
604563,753,32.87
604578,766,33.19
604593,777,33.52
604608,797,33.19
604623,806,33.52
604638,814,33.19
604653,817,33.19
604668,817,33.19
604683,808,33.19
604698,804,33.19
604713,798,32.87
604728,794,32.55
604743,785,33.52
604758,775,33.84
604773,763,33.52
604788,747,33.19
604803,730,32.23
604818,716,32.23
604833,707,33.52
604848,699,33.19
604863,693,32.23
604878,690,32.87
604893,693,32.55
604908,690,33.19
604923,693,32.55
604938,701,33.19
604953,711,32.87
604968,719,32.87
604983,728,33.19
604998,733,32.87
605013,739,32.87
605028,748,32.87
605043,752,32.87
605058,749,33.52
605073,750,33.19
605088,747,32.55
605103,741,33.52
605118,742,33.19
605133,742,33.19
605148,747,33.84
605163,758,33.52
605178,770,33.52
605193,775,32.55
605208,779,33.19
605223,781,33.84
605238,796,33.52
605253,797,33.52
605268,795,33.52
605283,796,32.55
605298,798,32.55
605313,794,32.87
605328,793,32.87
605343,791,32.87
605358,786,32.55
605373,779,33.19
605388,762,33.52
605403,751,32.87
605418,738,32.23
605433,732,32.87
605448,729,32.55
605463,738,33.52
605478,743,32.23
605493,751,32.55
605508,749,33.52
605523,744,32.23
605538,736,32.87
605553,727,33.19
605568,717,32.55
605583,716,33.52
605598,714,33.19
605613,721,33.19
605628,721,32.55
605643,729,33.19
605658,735,33.52
605673,740,32.55
605688,742,32.55
605703,743,33.19
605718,743,32.55
605733,740,32.23
605748,741,33.84
605763,745,32.55
605778,751,33.52
605793,765,32.55
605808,779,33.19
605823,786,33.19
605838,785,32.55
605853,792,32.55
605868,786,32.55
605883,781,33.19
605898,778,32.55
605913,772,33.19
605928,776,33.19
605943,778,33.52
605958,770,32.87
605973,767,33.19
605988,760,33.52
606003,753,33.52
606018,748,32.55
606033,743,32.55
606048,741,33.19
606063,740,32.87
606078,740,33.19
606093,739,32.87
606108,742,32.87
606123,742,32.55
606138,743,32.55
606153,744,33.52
606168,747,32.87
606183,748,33.19
606198,754,33.19
606213,752,32.23
606228,754,33.19
606243,749,33.19
606258,744,33.19
606273,741,33.19
606288,738,33.52
606303,732,32.23
606318,733,33.52
606333,732,32.55
606348,731,33.52
606363,741,33.52
606378,755,33.52
606393,773,33.52
606408,786,32.87
606423,795,33.52
606438,802,33.19
606453,805,32.55
606468,805,32.55
606483,801,33.52
606498,793,33.19
606513,790,33.84
606528,783,33.19
606543,778,34.48
606558,768,32.87
606573,757,33.19
606588,750,33.19
606603,741,33.52
606618,738,33.52
606633,737,32.87
606648,738,32.87
606663,742,33.19
606678,743,32.87
606693,743,32.55
606708,744,32.55
606723,739,32.23
606738,736,33.52
606753,733,32.87
606768,735,33.52
606783,737,33.52
606798,736,33.19
606813,739,32.55
606828,739,32.55
606843,739,32.55
606858,734,33.84
606873,734,32.87
606888,736,33.19
606903,733,33.19
606918,737,33.19
606933,742,32.87
606948,757,33.19
606963,768,33.52
606978,784,32.87
606993,797,33.52
607008,807,32.87
607023,811,33.52
607038,811,33.84
607053,809,33.19
607068,805,31.90
607083,800,33.19
607098,795,33.19
607113,789,33.19
607128,779,32.87
607143,769,33.84
607158,761,32.87
607173,750,32.87
607188,743,32.87
607203,739,33.52
607218,742,32.55
607233,740,32.55
607248,743,33.19
607263,740,33.52
607278,746,33.19
607293,747,32.55
607308,748,33.52
607323,743,33.52
607338,740,32.55
607353,739,33.52
607368,742,32.87
607383,741,31.90
607398,739,33.19
607413,738,32.87
607428,736,33.84
607443,737,33.19
607458,741,32.87
607473,738,33.19
607488,735,33.19
607503,741,32.87
607518,758,32.87
607533,769,32.23
607548,787,33.19
607563,801,32.23
607578,813,32.55
607593,819,33.84
607608,817,32.87
607623,813,33.19
607638,807,33.52
607653,803,33.52
607668,797,32.87
607683,790,32.55
607698,782,32.87
607713,780,33.52
607728,767,32.87
607743,758,32.55
607758,752,33.84
607773,743,32.55
607788,744,33.19
607803,741,32.87
607818,740,33.52
607833,744,33.52
607848,746,33.19
607863,749,33.19
607878,749,33.19
607893,747,32.55
607908,741,32.23
607923,743,33.19
607938,742,33.84
607953,742,33.19
607968,737,32.55
607983,736,31.26
607998,738,33.52
608013,737,33.19
608029,734,32.55
608044,738,32.23
608059,741,33.19
608074,749,33.19
608089,758,32.23
608104,771,32.87
608120,791,33.19
608136,799,33.52
608151,814,33.52
608167,813,33.19
608182,816,32.87
608198,812,32.55
608214,807,33.52
608229,801,33.19
608245,793,33.19
608261,783,33.52
608277,773,33.84
608293,762,33.19
608309,756,33.19
608324,747,32.87
608340,743,32.87
608356,743,33.19
608372,741,33.52
608388,743,33.19
608404,748,33.19
608419,744,32.87
608435,741,32.87
608451,746,32.87
608467,744,33.52
608483,744,33.52
608499,740,32.87
608515,746,33.19
608531,742,33.52
608547,745,33.19
608563,743,32.87
608579,740,33.19
608595,741,33.19
608611,744,33.52
608627,750,33.19
608643,754,33.19
608659,765,32.55
608675,778,33.19
608691,790,33.52
608707,800,32.23
608723,809,32.87
608739,812,33.52
608755,811,32.55
608771,806,32.23
608786,797,32.55
608802,793,32.23
608818,783,32.87
608834,774,32.87
608850,768,33.19
608866,754,33.19
608881,745,32.55
608897,746,33.19
608913,743,32.23
608928,745,32.55
608944,745,33.19
608959,745,33.19
608975,743,33.19
608991,744,32.55
609006,739,32.87
609022,738,32.23
609037,741,33.19
609053,739,33.84
609069,737,33.19
609084,738,32.55
609100,737,32.23
609115,739,32.55
609131,738,32.55
609147,738,33.52
609162,739,32.87
609178,742,33.84
609193,744,33.19
609209,750,33.52
609225,759,32.87
609240,765,32.87
609256,780,33.52
609271,789,32.87
609286,790,33.52
609301,797,33.52
609316,809,33.19
609331,805,33.52
609346,805,32.55
609361,800,32.23
609377,791,33.19
609392,781,32.87
609407,764,33.84
609422,762,32.87
609437,753,33.19
609452,745,33.84
609467,745,32.87
609482,739,32.87
609497,741,32.55
609512,742,32.87
609528,744,33.19
609543,744,33.19
609558,742,33.19
609573,743,33.52
609588,732,33.52
609603,742,33.19
609618,737,32.23
609633,739,33.19
609648,742,33.19
609663,747,33.19
609678,741,33.19
609693,737,33.19
609708,733,33.19
609723,733,33.52
609738,732,32.55
609753,731,33.19
609768,735,33.52
609783,743,33.19
609798,756,33.19
609813,769,33.19
609828,780,33.52
609843,791,33.19
609858,793,33.19
609873,790,32.23
609888,796,32.55
609903,795,33.52
609918,790,33.84
609933,786,33.19
609948,777,33.19
609963,773,33.19
609978,762,32.87
609993,753,32.87
610008,750,33.19
610023,743,33.84
610038,741,32.87
610053,743,33.19
610068,730,32.55
610083,740,32.23
610098,744,33.84
610113,747,33.52
610128,752,32.87
610143,747,33.52
610158,741,33.19
610173,738,31.90
610188,732,33.52
610203,732,33.19
610218,731,32.87
610233,733,32.87
610248,733,34.16
610263,738,33.19
610278,732,33.52
610293,734,32.87
610308,729,32.55
610323,732,32.87
610338,732,33.19
610353,743,33.19
610369,754,32.55
610384,761,33.19
610399,774,32.55
610414,781,32.87
610429,787,32.87
610444,789,33.52
610460,791,34.80
610475,788,33.19
610490,781,33.84
610505,776,32.55
610520,768,33.19
610535,762,33.52
610551,754,32.23
610567,746,33.19
610582,744,32.87
610598,739,32.87
610613,743,33.19
610629,740,33.19
610645,740,33.52
610660,740,32.87
610676,735,33.19
610692,739,32.87
610707,734,32.87
610723,733,32.55
610738,728,32.55
610754,731,32.87
610770,730,31.90
610785,732,32.23
610801,730,32.23
610817,735,33.84
610832,730,32.23
610848,733,33.19
610863,731,33.19
610879,734,32.87
610895,736,32.87
610911,744,32.87
610927,754,32.87
610943,762,32.55
610958,768,33.19
610974,774,33.19
610990,776,32.55
611005,778,33.19
611021,773,32.23
611037,772,31.90
611053,770,34.16
611069,767,33.52
611085,759,32.55
611101,755,33.19
611117,750,33.19
611133,748,33.52
611148,742,32.55
611164,739,32.87
611180,739,32.23
611196,740,33.52
611212,744,33.52
611228,745,32.23
611243,746,33.19
